NAME	Tumor_POU1F1	Neutrophil	Mast	Fibroblast	T_NK_cell	Epithelial	Tumor_NR5A1	Endothelial	MDC	Tumor_TBX19
MIS18A	45.9751217832319	1	1	1	38.375830562786	36.0858060495373	1	1	1	1
MISP3	1	20.6724473742631	1	1	1	1	1	1	1	1
MITF	66.6063059772521	1	381.708212087329	64.4198955370679	52.3054534939156	1	1	1	68.4370630450061	73.9538770873853
MKX	1	53.3869504735669	1	1	1	1	59.5256922289965	1	1	42.2546635945039
MLKL	1	26.8844082441653	1	1	1	1	1	79.2781663427119	1	1
MLYCD	28.0560953509631	1	1	1	1	1	1	1	1	1
MMD	1	1	1	1	1	1	1	1	32.5725625104925	1
MMP14	1	1	1	273.396118669482	1	87.3085629686647	1	75.777561889433	44.83959877627	1
MMP16	1	1	1	1	1	1	1	1	1	33.8273823678581
MMP2	1	1	1	300.259759762287	1	1	1	357.749490654332	1	1
MMP23B	1	1	1	28.8809854097002	1	1	1	1	1	45.6833452977964
MMRN2	1	1	1	1	1	1	1	291.095770275736	1	1
MN1	1	1	1	1	1	68.5608552046283	1	41.0128961031759	1	1
MNS1	38.2780539465769	1	1	1	40.5570925467093	1	1	1	33.8076088435903	1
MOB2	1	1	1	1	1	1	1	51.6770086104606	1	1
MOB3A	1	113.179005176398	1	43.3443721653574	30.4292773060693	1	31.7185575292038	1	37.8420348924598	1
MOB3B	1	1	1	45.7524515420284	1	1	1	1	1	1
MOCOS	38.1869587238148	1	1	1	1	1	1	1	1	1
MOCS1	1	1	1	116.269800221219	1	1	1	52.1718306714635	1	1
MOGS	41.9045236957068	19.8122043517561	44.4417529390534	1	35.3492673332446	1	1	1	30.1486260864341	1
MOK	41.619386806275	1	1	1	1	1	1	1	1	35.7006458738531
MORC4	31.8463531646685	1	1	1	1	1	47.7134440605288	1	1	34.2181462056835
MPDU1	1	62.7418723874845	1	1	1	1	1	1	27.4113676365193	37.6653641247527
MPEG1	1	1	1	1	1	1	1	1	217.447541241579	1
MPI	1	35.0144358652501	1	1	1	1	30.9625636401799	1	1	39.1609480942373
MPP1	1	1	104.513476473063	1	1	1	1	1	89.6584269739778	1
MPP7	40.5161455813841	1	1	1	26.5226106084691	1	1	1	1	29.4039688718503
MPV17L	39.6824968725537	1	1	1	45.4493089472613	185.338473883446	1	1	1	1
MPZL2	1	1	1	1	1	313.370311091377	1	130.68129683488	1	1
MPZL3	1	37.0979002446836	1	1	1	35.342426409927	1	1	1	1
MRAP2	1	1	1	1	1	31.8993344993659	60.8512859650311	1	1	30.7862217326612
MRC1	1	1	1	1	1	1	1	63.9671235311106	295.675892469891	1
MRC2	1	1	1	147.380976907716	1	55.9428682277554	1	1	1	1
MRE11	34.7721226819319	1	1	1	1	32.0530914780165	1	1	1	1
MREG	52.4983483746076	1	1	1	66.105983542459	34.8207586786419	1	1	40.2708501749404	53.2699407165013
MRI1	1	1	1	32.1560503804116	1	1	1	1	28.9780992265789	1
MRLN	171.59863996387	26.8844082441653	1	1	148.039915515386	1	1	1	96.6731159440015	207.757160210116
MRM2	34.7442341161162	1	1	1	37.2922278370685	1	1	1	1	29.0654150000733
MRNIP	70.843175451267	1	1	1	43.7255906687737	1	26.5375632102042	1	1	55.9926106560615
MRO	1	1	1	1	1	1	26.1069306182778	1	1	27.5364653496677
MRPL11	34.8036915045508	1	1	1	35.8902586980293	1	1	1	1	41.0216169583568
MRPL39	1	1	1	1	1	1	1	1	1	23.1705435739175
MRPL48	1	1	1	1	1	1	31.2293102769306	1	32.8798942237227	31.1744652041157
MRPS11	1	1	94.890339447967	1	1	1	32.310314468549	1	35.6024737203071	67.85142371929
MRPS12	1	1	44.3259294225525	1	29.4461294797353	1	1	1	1	1
MRPS18A	1	1	1	1	1	1	1	1	1	27.9927601635233
MRPS28	1	1	1	1	1	1	1	1	1	34.8645631341674
MS4A4A	1	1	1	1	1	1	1	1	383.523334416265	1
MS4A6A	1	57.0372942560721	1	1	1	1	1	1	562.398478219858	1
MS4A7	1	1	1	1	1	1	1	1	644.385640834227	1
MS4A8	1	46.5873151076252	1	1	1	1	38.0314010561745	1	1	89.8072631949742
MSC	1	1	1	138.396827661255	1	1	1	1	1	1
MSH2	1	1	1	1	34.0729605253213	1	1	1	1	32.9818140454224
MSI1	1	47.4106448715731	87.16759131261	1	1	29.7145822245335	28.6366587395449	1	1	31.1853167537795
MSR1	1	1	1	1	1	1	1	1	179.155704629166	1
MSRB1	1	26.6016339832003	1	1	1	1	1	1	1	1
MT1A	1	1	1	63.303754685532	1	1	1	107.365344917175	1	1
MTERF1	1	54.2648308300509	1	1	1	1	1	1	1	1
MTERF2	1	40.0596652758902	1	1	1	1	49.6393470771904	1	1	45.0428654279764
MTERF3	1	23.6291347900108	44.4417529390534	1	1	1	1	1	1	32.8968741290411
MTFR1	31.6191708297336	1	61.205184851733	1	29.1937598850249	1	1	1	1	1
MTHFD1L	1	1	43.7258383735567	1	1	1	41.8455682835179	1	28.1108866179092	1
MTLN	1	1	1	1	1	1	1	1	1	36.200168036715
MTM1	1	1	43.7258383735567	1	1	1	1	1	28.8621890714106	1
MTMR1	1	20.8163928868796	1	1	1	1	47.8943109165005	1	26.1918916497704	1
MTMR11	1	1	1	1	1	32.5102161313429	1	1	1	1
MTMR14	1	45.5321316555176	1	1	1	1	1	1	35.9255527403774	34.0085699023965
MTRF1	1	1	1	1	1	1	1	1	1	28.6649912320754
MTUS2	57.077565536448	1	1	1	41.8677010494516	1	1	1	1	44.9330503020798
MUC15	1	1	1	1	1	220.747050657765	1	1	1	1
MUL1	1	42.8567040163125	1	1	1	1	38.9689579767658	1	1	41.0527470582227
MUTYH	1	1	61.205184851733	1	1	1	1	1	1	1
MVK	1	83.8901139419322	1	1	1	33.9816048085996	36.498062858866	1	1	40.8450371657685
MX2	1	116.614574936642	1	77.8739937847321	1	1	1	1	1	1
MXRA5	1	1	1	316.255344927286	1	1	1	46.3729680096743	1	1
MXRA8	1	1	1	203.84793160926	1	28.8326014903377	1	1	1	1
MYBBP1A	42.911481625032	1	1	1	1	1	1	1	1	1
MYBPHL	1	1	1	1	1	1	1	1	1	78.7907370276552
MYC	1	1	1	156.521910777779	1	1	1	109.835168165554	1	1
MYCBP	30.6768962974873	1	44.3259294225525	1	1	1	1	1	1	1
MYCT1	1	1	1	1	1	1	1	206.970533379919	1	1
MYD88	20.9568690946993	1	1	1	1	1	1	1	32.8572397818443	1
MYH11	1	1	1	364.70737535506	1	1	1	94.3153434490486	1	1
MYH14	1	59.7789579280211	1	1	1	209.119791891149	91.8031845877084	1	48.3979938159308	53.9800091255986
MYL9	1	1	1	898.611458542126	1	82.9715091800522	1	253.256008886126	1	1
MYLK	1	1	1	578.447740663533	1	1	1	176.560660608915	1	107.169595928246
MYNN	30.1483449269023	65.6939507143163	1	1	1	1	1	1	1	1
MYO1B	1	1	1	353.00684376691	1	1	1	188.207855310508	1	1
MYO1C	1	1	1	195.949435269511	1	61.9136544837859	1	103.880379221352	1	1
MYO1F	1	78.6328694852378	1	1	1	1	1	1	55.7249765353226	1
MYO3B	1	1	1	1	1	1	42.8725819655278	1	1	1
MYO5B	1	1	1	1	1	43.3394486941479	1	1	1	1
MYO5C	1	82.836593909555	1	1	1	127.840913090117	32.9895743679172	60.8545785787644	1	1
MYO7A	1	1	1	1	1	1	1	1	38.6365358886397	1
MYO9B	1	41.6132716943417	1	46.5515102026677	1	1	1	1	79.1391358805797	1
MYOF	1	1	1	232.578732894439	1	190.09971129572	1	60.5837309865363	1	1
MYRIP	33.6914521964314	1	1	1	1	1	1	39.9002309689957	1	1
MYT1	38.6152348817816	1	1	1	1	1	38.6310674961681	1	1	32.3832375706922
NAA80	1	1	1	1	1	1	1	1	1	24.1881557767412
NAALAD2	82.1530951142607	1	1	1	72.4590281718545	1	1	1	49.5954841121563	65.3511942893941
NABP1	1	73.3839459022004	1	1	1	49.2453171958532	1	1	69.0612636260479	1
NACC2	1	1	1	44.9236032189626	1	70.0713911264988	1	40.8734271351854	1	1
NADK2	1	1	1	1	1	73.0610419661383	1	1	1	1
NADSYN1	31.7662980036363	1	1	1	1	1	1	1	31.000288280647	1
NAGPA	1	42.6771588255243	1	1	1	1	1	1	1	1
NAIP	1	1	1	1	1	1	1	1	86.8379226246687	1
NALCN	44.9528303030518	49.1337006351737	1	1	1	1	37.9637485480715	1	1	35.8454356232142
NANP	30.3536769213671	1	1	1	1	1	1	1	1	1
NAPEPLD	1	1	1	1	1	1	1	1	1	29.3757318196915
NARS2	1	40.4702442929344	1	1	1	1	33.9400171175344	1	1	1
NAT16	1	1	1	1	1	1	26.6505726505806	1	1	1
NAT8L	1	52.7882104247127	1	1	1	1	52.5310589582803	1	1	1
NAV2	103.108157195221	1	1	1	75.6975320557639	68.841122767403	1	67.413924693768	34.3503823510481	1
NBL1	148.550110988543	1	1	172.661867985056	133.181449405455	134.366784505114	1	76.7768716822378	47.3261138446648	1
NBPF1	1	1	44.7991696368008	1	1	33.3490643729869	1	1	1	32.1205661170508
NBPF14	1	1	1	71.38842703882	1	1	1	1	1	1
NCAM2	46.2234741744716	1	1	1	1	1	46.1759434338158	1	1	1
NCAPD2	1	26.907987180411	76.9722326320696	1	1	1	1	1	1	1
NCAPD3	1	1	31.087441404255	1	1	1	1	1	1	34.1282109703098
NCAPG2	41.1920013116095	1	1	1	1	1	1	1	1	1
NCAPH2	1	1	1	1	1	1	1	1	1	29.2416183890357
NCF2	1	248.633723079281	1	1	1	49.3680922510794	1	1	49.6837400932472	1
NCKAP1L	1	1	1	1	1	1	1	1	112.404397315748	1
NCKAP5	1	43.467298727912	1	1	1	1	38.3046286695988	1	47.0408760653328	1
NCLN	1	40.498868374109	1	1	1	1	1	1	1	1
NCMAP	1	103.729672708883	1	1	1	60.8973429036706	1	1	1	1
NCS1	1	109.325661618054	1	45.6228131299002	1	1	80.3684667741442	1	48.3959823092981	1
NDNF	1	1	1	1	1	1	1	1	1	153.80854581718
NDRG2	1	1	1	223.141270934521	1	346.757137444421	38.401427853654	135.353302950967	43.0527189871741	1
NDUFA4L2	1	1	1	788.125119401834	1	1	1	284.954440452341	1	46.1760784541452
NEB	1	1	1	1	1	1	1	1	1	115.765625861508
NECAB1	1	339.930710716691	174.219648881232	1	1	1	328.684542725031	51.2783083793618	82.8631682381513	58.9466764693172
NECTIN1	1	27.9007076277452	1	60.2551962825318	1	1	37.3001424316374	1	1	1
NECTIN3	1	96.7224559737876	1	43.9412544939827	1	1	89.6022234921061	1	1	1
NEDD1	1	1	104.806451148741	1	1	48.0390462584478	37.9651016129298	31.8693591258555	1	1
NEDD4	1	1	1	44.3392076628298	1	1	1	48.2043326578308	1	1
NEFH	52.3351828399153	1	1	1	69.9021199855649	1	1	1	104.10516598358	246.312408560996
NEFL	1	53.3354979404572	1	1	1	1	1	1	59.9758987304393	305.245359482156
NEFM	1	59.7431655596994	173.757814182972	1	68.095029543889	1	1	1	75.3194049002713	155.734789810457
NEK11	1	20.2275692263017	1	1	1	1	1	1	1	1
NEK3	1	1	44.3259294225525	1	1	1	1	37.6610014162231	1	1
NEK4	32.9970621328917	1	44.0773648895651	1	1	1	1	1	1	1
NES	1	1	1	263.609166702775	1	1	1	172.011240514875	1	1
NETO2	1	1	1	1	1	1	1	31.7472549426673	1	1
NEURL1B	1	1	104.513476473063	247.867164543415	1	1	1	72.1672294107916	1	1
NEUROD1	1	1	1	1	1	1	1	1	1	44.5269611700209
NEUROD4	76.3268861073876	1	1	1	61.2342050181354	1	1	1	1	1
NEXMIF	95.4429156120012	1	1	1	94.9755380190718	1	86.5903625654089	1	52.7640013500878	53.7861753059597
NEXN	1	1	1	216.271272321345	1	1	1	1	1	1
NF2	1	45.6902861330552	1	36.9320160055055	1	1	29.6972725801781	1	1	1
NFATC1	1	1	1	70.1664794956338	1	1	1	63.1874564500183	1	1
NFATC2	1	1	87.16759131261	153.607395598985	1	1	1	48.0149299862502	1	1
NFATC4	1	54.0136224181722	1	67.5704384231595	1	1	32.6924606511037	1	1	1
NFIB	1	1	1	101.664375129746	1	530.163177118474	1	342.838720806725	1	1
NFIX	1	1	1	184.660469993349	1	569.626141098487	1	46.688214482997	1	1
NFKB1	1	1	193.182346665335	184.571216587171	32.9362115711747	41.0708220383112	31.657999955027	118.181907420604	93.9236451042624	1
NFKBID	1	40.8595940157115	104.116554979217	1	1	1	1	1	116.778283661425	1
NFRKB	1	43.467298727912	1	1	1	1	1	1	1	1
NFXL1	40.2085400485001	1	1	1	28.7580065223303	1	1	1	29.2968046350795	1
NGFR	1	1	1	74.8875348014562	1	113.437515766354	1	1	1	1
NGLY1	1	1	1	1	1	1	1	1	40.1927010609996	1
NGRN	32.467666814116	1	44.3259294225525	1	1	1	30.1225374298473	1	1	1
NHS	1	1	1	52.073936120945	1	1	1	1	1	1
NHSL1	1	1	1	1	1	1	1	34.1531572386962	32.7430336569536	1
NID1	1	1	1	689.572251988237	1	1	1	353.539487011853	1	1
NID2	1	1	1	119.751676376051	1	1	1	91.8382884842066	1	1
NIM1K	1	1	1	1	1	1	1	1	1	87.8811725595823
NINL	1	1	76.1513696808799	1	1	1	1	1	1	1
NIPA1	30.1827114014216	1	1	1	1	1	1	1	1	1
NIPAL1	1	1	1	1	1	30.6482860413829	46.8639113832914	1	1	1
NKRF	31.1955753243842	1	1	41.8895155261827	1	1	1	41.430467333427	1	1
NLGN4X	1	1	1	1	1	81.1323303768462	1	1	1	1
NLGN4Y	1	1	1	1	1	1	54.3009767839695	1	1	1
NLN	38.6529414628457	1	44.3259294225525	1	1	1	1	1	1	1
NLRC5	1	43.2021362326668	1	1	46.4942598977959	1	1	1	1	1
NMB	1	1	1	1	47.521920932262	31.8235170315035	49.4425033244628	1	1	1
NME6	1	42.6771588255243	1	1	1	37.9680556989346	30.0423239448361	1	1	1
NME7	42.432430152253	1	1	1	45.2116314439851	1	37.8081591244435	1	1	43.4682275131083
NMI	1	1	44.7991696368008	1	1	42.4547310476588	1	44.8999442281109	1	1
NMNAT3	1	1	1	1	1	1	33.5087694563299	1	1	1
NMRAL1	34.296532044563	1	1	1	43.5898614707008	1	1	1	37.2552425638323	34.2229315109297
NMT2	1	1	61.205184851733	40.3223298838164	1	39.4732226668836	1	1	1	56.7966199228218
NNMT	1	1	1	167.039296528837	1	191.573475136091	1	56.1908874917935	1	1
NOCT	1	1	1	1	1	1	35.5885516112708	1	1	1
NOL3	1	1	76.1513696808799	1	1	1	27.8107548693722	1	40.5374052020769	166.810263986841
NOL9	1	1	61.205184851733	1	1	1	43.7050166691894	30.832449756008	1	37.5208715780541
NOSTRIN	1	1	1	1	1	1	1	88.2618526295681	1	1
NOTCH1	1	1	1	45.4929861210603	1	1	1	73.6736505184928	1	1
NOTCH2	1	1	1	81.1921684427938	1	37.3741367098639	1	1	1	1
NOTCH3	1	1	1	1013.8452738651	1	214.193884866377	1	290.987184131245	1	1
NOTCH4	1	1	1	1	1	1	1	242.398020758816	1	1
NPAS2	32.2230804309913	1	1	1	34.7631897150643	59.106075320913	1	1	1	1
NPAS4	177.010237871018	582.114448943098	194.992267747036	1	96.3632805963967	51.0699322192667	425.622903794234	1	131.982912666316	1
NPIPB15	41.1130201367381	1	44.0773648895651	1	49.7346165138048	1	1	1	34.0799116200478	29.2905117858464
NPL	1	45.7467261567512	1	1	1	1	1	1	84.7554611621941	1
NPM2	1	43.9494585531196	1	1	1	1	52.0541287065588	1	1	31.5554908192157
NPR2	39.7923670728855	1	1	1	38.2555737808052	1	1	1	1	38.172488713274
NPTXR	1	63.0387969908837	1	1	1	1	77.1247785525432	1	1	39.5895912105101
NQO1	1	1	1	1	1	67.2120952467084	1	65.3303217408756	1	1
NQO2	1	1	57.3576751851646	41.8112760317662	1	36.0596486310647	1	1	38.7375013263342	27.861159205085
NR0B1	1	1	1	1	1	1	113.706743168933	1	1	1
NR2C1	1	1	1	1	1	1	27.5258849315956	1	1	1
NR2F1	1	1	1	411.957986114886	1	69.0627006933118	1	135.591549360512	1	1
NR5A1	1	176.62756680582	103.959353834291	1	1	1	223.891665709772	1	65.327378418256	1
NRARP	1	1	1	101.906490774148	1	110.357818546251	1	148.196873802279	1	1
NRG1	43.3394176621013	98.425792418954	1	1	1	1	97.0927985101051	1	41.843179391676	106.802779601959
NRG2	1	52.5329425117287	1	1	1	1	53.8698147333888	1	1	40.319512488594
NRGN	1	1	1	73.2159697798081	1	1	1	46.6722391540506	1	1
NRIP3	1	20.2275692263017	1	1	1	1	48.6339984642863	1	1	31.3425840075095
NRN1	110.814691482291	1	61.205184851733	1	75.3362373812195	1	1	83.8945964838831	1	1
NRP1	1	1	61.3907166056601	233.373789348041	1	1	1	269.113273103148	88.9134330694566	1
NSDHL	1	1	1	1	1	34.3206260881285	25.6460864753103	1	34.5310667102449	79.5738797179493
NSG2	1	554.998394741744	76.3522723740779	1	45.7465507217241	1	456.490675117352	1	116.798736830061	1
NSMAF	39.4558880675965	87.338152277569	61.2297041075897	1	1	1	32.4160105555953	1	47.5769363002894	1
NSMCE2	33.4496871738575	45.4371596830738	76.1513696808799	1	38.9125388790415	1	1	1	33.4074233141099	43.1901197176927
NSMF	1	1	1	1	1	45.2985522324056	1	1	1	1
NSUN5	1	57.5040066658753	1	1	1	1	1	1	1	1
NSUN6	36.5525136573465	1	1	1	1	1	1	1	1	28.2300220521532
NT5DC3	28.7298596576927	1	1	1	1	56.6575276464117	1	1	1	1
NT5E	1	1	1	1	1	70.3013483366807	1	66.8034535819578	1	1
NTAN1	1	1	1	52.7377212281374	1	1	1	90.3936810476165	1	39.64107018773
NTM	1	1	218.166175338625	109.672322959708	1	1	1	1	1	1
NTN4	1	1	1	77.991911100429	1	174.857227525971	1	64.6208579270846	1	1
NTNG1	1	1	1	1	1	75.3415518797633	1	1	1	1
NTRK2	64.6574709651716	1	1	107.922695183592	1	1	36.1884120820187	1	1	1
NTRK3	1	1	1	1	1	1	1	1	1	46.6879426023061
NUAK1	1	26.3256872577372	1	1	1	1	1	100.868898603168	1	1
NUAK2	1	51.9273212409376	31.087441404255	1	1	1	1	1	1	1
NUDCD1	27.7723060760201	1	1	36.1802410327741	1	1	24.7937854192152	1	1	1
NUDT12	1	1	1	1	1	1	1	1	1	36.9563485936812
NUDT14	1	1	1	1	32.9189211411376	1	25.2136895513685	1	1	51.4604771130136
NUP155	31.0539734486342	1	1	1	1	1	1	1	1	1
NUP160	40.2568120467788	1	1	1	1	1	1	1	1	1
NUP188	44.5209772275911	1	1	1	39.2448433070493	47.6450026837784	1	1	1	1
NUP210	1	1	1	1	33.8522067714716	1	29.2679227073439	1	1	1
NUP85	1	1	1	1	1	1	1	28.7053846206004	42.6269889052951	32.1355595668688
NUPR1	1	1	1	78.1391183572271	1	74.258306814135	1	1	1	1
NVL	1	43.4974505702171	44.7991696368008	1	1	1	33.7269651476778	1	1	43.8727192605706
NWD1	1	1	1	1	1	42.7087643029505	1	1	1	115.51721447541
NXN	1	1	1	52.816249808985	1	1	1	46.5058403454072	1	1
NXPH4	1	1	1	47.1634662977402	1	1	1	1	1	1
NXT2	1	1	1	1	1	31.8642102851004	1	1	1	1
OAF	1	1	1	224.704939069645	1	95.2082033418879	33.4262630417608	118.687279636904	1	1
OAS1	1	1	1	1	1	41.0102082162685	1	1	29.4948016495652	1
OAS2	1	1	1	1	1	1	1	72.8609932354814	1	1
OCLN	1	1	104.116554979217	1	1	105.656247803911	1	1	1	1
OGFOD2	1	1	1	1	1	1	1	1	1	28.018610620849
OLFM2	1	1	1	50.8437909901303	1	1	1	1	1	1
OLFML2A	1	1	1	258.883136421003	1	1	1	101.505974736661	1	1
OLFML2B	1	1	1	301.300496792949	1	1	1	1	90.3553499403665	1
OLFML3	1	1	1	265.671508037599	1	1	1	61.2462566237231	52.6065846582921	1
OLR1	1	111.872946497704	1	1	1	1	1	1	245.425662010149	1
OMA1	1	1	1	1	1	34.2042272411272	1	1	1	1
OPCML	1	1	1	1	1	1	1	1	1	83.2829630645241
OPHN1	1	1	76.1513696808799	1	1	1	1	1	1	1
OPN3	33.7752463740724	64.6686504683283	1	1	36.3772274947154	1	1	1	48.8025260597309	1
ORAI1	1	1	1	1	1	1	1	52.9817933303044	1	1
ORC2	42.2667396090791	1	61.205184851733	1	1	1	35.1958048496738	1	1	44.2942895272309
ORC5	1	1	1	1	1	1	1	1	1	32.4069505822027
OSBP2	95.6162752352778	68.0340285324903	120.78197171669	1	105.391629828972	1	68.3516329779926	1	56.7898758170027	1
OSBPL10	1	1	1	1	1	69.1929415370075	1	1	1	1
OSBPL7	1	40.0814165373358	1	1	1	1	1	1	1	76.5417859551072
OSMR	1	1	1	90.0651524425842	1	58.6395621952837	1	78.5911117777298	1	1
OSR2	1	1	1	48.7485557891177	1	102.808593616512	1	1	1	1
OTOS	146.078944575494	1	1	1	172.022291523627	48.1593006050669	1	1	61.5795784840046	1
OTUD6B	1	1	44.3259294225525	1	1	1	1	1	1	1
OTULIN	37.2261568205815	1	1	1	35.5321916306559	1	1	33.3626002662837	33.5356076796701	1
OTULINL	36.7323375946507	1	1	1	1	1	1	1	44.0229087551753	1
P2RX4	1	1	1	1	1	1	1	1	32.4223737803708	1
P2RX7	1	1	1	1	1	1	1	1	56.0252448796132	1
P2RY13	1	1	1	1	1	1	1	1	199.334119475597	1
P2RY14	1	1	44.3259294225525	58.8409379014178	1	1	1	1	1	1
P3H1	37.1116823736099	1	1	55.2950112043154	36.5795055564835	1	1	39.0201478306557	1	1
P3H2	1	1	1	1	1	1	1	42.3002156083021	1	1
PAAF1	34.6829426665523	45.7467261567512	61.3907166056601	1	1	1	1	1	1	47.3910365192696
PACRGL	1	1	1	1	1	1	27.4878505031373	1	1	1
PACSIN1	1	1	1	1	1	1	28.9349220790886	1	1	64.2083127130278
PADI2	1	33.8115233332826	104.28075725717	1	1	209.924073042439	1	1	1	1
PAFAH1B3	1	1	1	1	1	1	31.6124801665486	1	38.553061895394	70.9143934637618
PAFAH2	1	71.1384497924475	1	1	1	1	30.025887819302	1	1	1
PAK5	1	20.162532051006	1	1	1	1	35.346660092876	1	1	35.763763958227
PAK6	58.8073289955183	26.6016339832003	1	1	48.4433600388785	1	42.2632247315283	1	1	1
PALD1	1	1	1	1	1	1	1	59.7357217634276	59.008387550942	1
PALMD	1	1	1	1	1	99.4793043642024	1	238.633192448993	1	1
PAMR1	1	1	1	71.9133732285476	1	1	1	1	1	1
PAN2	31.0868093231068	1	1	1	1	1	1	1	1	30.648465620894
PANK4	1	65.2997766744943	1	1	1	1	1	1	1	41.1288686301747
PANX1	1	1	1	36.8545051595872	1	1	1	1	1	1
PAPPA	1	1	1	40.3178736072733	1	83.9448567103543	29.9388266212661	1	1	1
PAPPA2	161.644000394683	1	1	1	161.641418649039	1	1	1	51.5512293166079	1
PAQR3	1	1	61.205184851733	1	39.207474676208	1	25.6189116972211	1	1	1
PAQR7	1	45.6902861330552	61.205184851733	1	1	1	33.0900329629066	1	26.8092036980841	1
PAQR8	1	1	1	1	1	1	36.6585221935659	1	73.1476444015111	216.457207546001
PARD3B	1	1	1	87.0462329451166	1	1	1	1	1	42.2580554048115
PARD6B	1	1	1	1	1	41.797606570307	1	1	1	1
PARD6G	1	1	1	43.0068820347407	1	1	1	1	1	1
PARG	1	1	1	1	1	1	29.3683057951126	1	1	33.9360341216312
PARP10	1	1	1	1	1	1	1	1	28.41491452665	1
PARP11	1	1	1	1	1	35.3144616540397	1	1	1	1
PARP4	1	1	261.561245465284	1	1	68.6834662521068	1	49.5602983843484	41.3321120033228	1
PARVA	1	1	1	244.101453391981	1	288.323780614076	33.8925050742082	112.007521320276	1	41.5805034468308
PARVG	1	45.4294186554604	1	1	1	1	1	1	83.646000722622	1
PAX6	1	1	1	1	1	169.945699797555	1	1	1	1
PAXIP1	33.5019827496113	20.2618683572189	1	1	1	1	39.2737868860739	1	1	1
PCBP3	1	81.9926053407453	1	1	1	1	36.6977855698177	1	1	90.9820193758576
PCDH1	1	1	1	60.1900292533184	1	34.4447043581818	1	93.4058221196295	1	1
PCDH10	1	125.970741635304	44.4417529390534	1	1	1	219.037710779849	1	52.1399546220192	63.146127019795
PCDH11X	1	1	1	1	1	1	1	1	1	27.262184785722
PCDH17	1	1	1	1	1	1	1	168.514451104663	1	1
PCDH18	1	35.2965549801096	1	226.071734515898	1	1	1	38.0717657995493	1	1
PCDH8	65.1455378321849	1	1	1	46.3647430643018	1	1	1	1	1
PCDH9	1	1	1	1	1	51.4594830827597	65.3540004667596	1	73.1429009781121	326.952423030776
PCDHB10	39.704720845562	1	1	1	1	1	1	1	1	1
PCDHB14	46.5040696290729	1	1	43.6994162248659	43.9071171510662	1	1	1	1	1
PCDHB16	60.2122027318311	1	103.684845703036	1	60.93444664304	37.8906149947168	1	1	1	36.7577176443015
PCDHB5	81.7591612464351	33.6256783737067	184.652054659403	1	58.0651656710447	38.8858248949186	56.2225570821106	1	1	1
PCK1	222.383739623337	1	1	1	210.218540246837	1	1	1	88.6633176164294	1
PCK2	1	1	75.3768752393451	1	1	1	1	1	30.1475635954754	38.4026728620204
PCNX2	39.9369914427566	21.9758545588611	1	1	35.3148622559888	1	1	1	1	1
PCNX3	1	26.907987180411	1	1	1	1	1	1	1	1
PCOLCE	1	1	1	398.316670056558	1	1	1	46.5035644057005	1	1
PCP4L1	43.0966823506979	1	1	1	54.9800945358946	1	1	1	69.1386820152211	196.882797058624
PCSK2	1	26.907987180411	1	1	1	1	133.342651341521	1	1	1
PCSK5	1	1	1	42.1963339314108	1	1	1	72.3397874042189	1	1
PCSK6	1	1	1	1	1	98.1312648112293	1	1	1	1
PCTP	1	86.3129917236865	1	1	1	1	1	1	1	1
PCYT1B	1	1	1	1	1	1	32.1710834123102	1	1	1
PDCD11	32.7503430889379	1	1	40.9030962575371	1	1	1	1	1	1
PDCD2L	35.769219934815	1	1	1	37.912811260153	1	1	1	1	34.1301224407844
PDE10A	48.5677709384899	20.6374171354806	1	1	71.5400620523047	1	1	1	1	1
PDE11A	35.0745196976539	1	1	1	1	1	1	1	1	1
PDE1C	60.3668643069736	1	1	1	1	1	1	1	1	1
PDE2A	1	59.8206651334817	1	1	1	1	1	136.128321004762	1	34.9643727065149
PDE3A	1	1	174.857883717295	181.538991720262	1	62.0997588842766	1	60.5215169081126	1	1
PDE3B	57.0225861026439	157.195715752654	1	1	66.8172970427673	1	83.5865805006937	1	50.8492320642611	1
PDE4B	1	60.2765408366694	1	1	62.326085778836	52.2912420154537	1	151.718603204661	113.706249083061	1
PDE5A	1	1	1	141.715352103137	1	1	1	1	1	36.3507381015217
PDE6A	1	1	1	1	1	1	1	1	1	50.6480030879396
PDE7A	1	1	61.205184851733	1	44.141861065217	51.06548200867	1	1	1	1
PDE7B	1	53.3354979404572	184.652054659403	59.0014756950987	1	1	80.9754734332803	62.8404015725665	1	1
PDGFA	1	1	1	253.596108862023	1	39.1176388178662	48.114970823892	96.1681907417791	1	1
PDGFB	1	1	1	1	1	1	1	155.302532976	60.5230308370014	1
PDGFC	1	1	1	69.9003300496229	1	107.421166650775	1	1	55.4909828543531	1
PDGFRB	1	1	1	419.147148378104	1	1	1	70.1555652791263	1	1
PDGFRL	33.5477943733534	1	1	1	1	1	1	1	1	1
PDIK1L	1	1	1	1	1	1	1	1	1	30.8040665999119
PDK1	1	39.8666845917854	1	1	1	1	1	1	1	36.0140466383768
PDLIM1	1	1	1	296.352426683307	1	191.506356902179	39.7743451691744	243.102940782922	1	37.4468686307793
PDLIM2	1	1	44.7991696368008	90.8347283036317	1	1	1	39.5320548385663	1	33.2418046106785
PDLIM3	1	1	1	300.232950360556	1	74.4270218591264	66.5458428713423	59.0550435872956	1	1
PDLIM4	1	1	1	41.1357901864364	1	37.3480821517552	1	1	1	1
